Title,Abstract,Journal
Histone methyltransferase Ezh2 coordinates mammalian axon regeneration via regulation of key regenerative pathways.,"Current treatments for neurodegenerative diseases and neural injuries face major challenges, primarily due to the diminished regenerative capacity of neurons in the mammalian CNS as they mature. Here, we investigated the role of Ezh2, a histone methyltransferase, in regulating mammalian axon regeneration. We found that Ezh2 declined in the mouse nervous system during maturation but was upregulated in adult dorsal root ganglion neurons following peripheral nerve injury to facilitate spontaneous axon regeneration. In addition, overexpression of Ezh2 in retinal ganglion cells in the CNS promoted optic nerve regeneration via both histone methylation-dependent and -independent mechanisms. Further investigation revealed that Ezh2 fostered axon regeneration by orchestrating the transcriptional silencing of genes governing synaptic function and those inhibiting axon regeneration, while concurrently activating various factors that support axon regeneration. Notably, we demonstrated that GABA transporter 2, encoded by Slc6a13, acted downstream of Ezh2 to control axon regeneration. Overall, our study underscores the potential of modulating chromatin accessibility as a promising strategy for promoting CNS axon regeneration.",The Journal of clinical investigation
"Precision medicine in trauma: a transformational frontier in patient care, education, and research.","Trauma is the leading cause of death before the age of 45 in the United States. Precision medicine (PM) is the most advanced scientific form of medical practice and seeks to gather data from the genome, environmental interactions, and lifestyles. Relating to trauma, PM promises to significantly advance our understanding of the factors that contribute to the physiologic response to injury.",European journal of trauma and emergency surgery : official publication of the European Trauma Society
Epigenetic Alterations Associated with War Trauma and Childhood Maltreatment.,"Survivors of war trauma or childhood maltreatment are at increased risk for trauma-spectrum disorders such as post-traumatic stress disorder (PTSD). In addition, traumatic stress has been associated with alterations in the neuroendocrine and the immune system, enhancing the risk for physical diseases. Traumatic experiences might even affect psychological as well as biological parameters in the next generation, i.e. traumatic stress might have transgenerational effects. This article outlines how epigenetic processes, which represent a pivotal biological mechanism for dynamic adaptation to environmental challenges, might contribute to the explanation of the long-lasting and transgenerational effects of trauma. In particular, epigenetic alterations in genes regulating the hypothalamus-pituitary-adrenal axis as well as the immune system have been observed in survivors of childhood and adult trauma. These changes could result in enduring alterations of the stress response as well as the physical health risk. Furthermore, the effects of parental trauma could be transmitted to the next generation by parental distress and the pre- and postnatal environment, as well as by epigenetic marks transmitted via the germline. While epigenetic research has a high potential of advancing our understanding of the consequences of trauma, the findings have to be interpreted with caution, as epigenetics only represent one piece of a complex puzzle of interacting biological and environmental factors. Copyright © 2015 John Wiley & Sons, Ltd.",Behavioral sciences & the law
Epigenetics and its implications for Psychology.,Epigenetics is changing the widely accepted linear conception of genome function by explaining how environmental and psychological factors regulate the activity of our genome without involving changes in the DNA sequence. Research has identified epigenetic mechanisms mediating between environmental and psychological factors that contribute to normal and abnormal behavioral development.,Psicothema
Epigenetic regulation of bone mass.,"Osteoporosis, characterised by low bone mass, poor bone structure, and an increased risk of fracture, is a major public health problem. There is increasing evidence that the influence of the environment on gene expression, through epigenetic processes, contributes to variation in BMD and fracture risk across the lifecourse. Such epigenetic processes include DNA methylation, histone and chromatin modifications and non-coding RNAs. Examples of associations with phenotype include DNA methylation in utero linked to maternal vitamin D status, and to methylation of target genes such as OPG and RANKL being associated with osteoporosis in later life. Epigenome-wide association studies and multi-omics technologies have further revealed susceptibility loci, and histone acetyltransferases, deacetylases and methylases are being considered as therapeutic targets. This review encompasses recent advances in our understanding of epigenetic mechanisms in the regulation of bone mass and osteoporosis development, and outlines possible diagnostic and prognostic biomarker applications.",Best practice & research. Clinical endocrinology & metabolism
Nerve trauma-caused downregulation of opioid receptors in primary afferent neurons: Molecular mechanisms and potential managements.,"Neuropathic pain is the most common clinical disorder destroying the quality of patient life and leading to a marked economic and social burden. Opioids are still last option for pharmacological treatment of this disorder, but their antinociceptive effects are limited in part due to the downregulation of opioid receptors in the primary afferent neurons after peripheral nerve trauma. How this downregulation occurs is not completely understood, but recent studies have demonstrated that peripheral nerve trauma drives the alterations in epigenetic modifications (including DNA methylation, histone methylation and mciroRNAs), expression of transcription factors, post-transcriptional modifications (e.g., RNA methylation) and protein translation initiation in the neurons of nerve trauma-related dorsal root ganglion (DRG) and that these alternations may be associated with nerve trauma-caused downregulation of DRG opioid receptors. This review presents how opioid receptors are downregulated in the DRG after peripheral nerve trauma, specifically focusing on distinct molecular mechanisms underlying transcriptional and translational processes. This review also discusses how this downregulation contributes to the induction and maintenance of neuropathic pain. A deeper understanding of these molecular mechanisms likely provides a novel avenue for prevention and/or treatment of neuropathic pain.",Experimental neurology
Male-mediated developmental toxicity.,"Male-mediated developmental toxicity has been of concern for many years. The public became aware of male-mediated developmental toxicity in the early 1990s when it was reported that men working at Sellafield might be causing leukemia in their children. Human and animal studies have contributed to our current understanding of male-mediated effects. Animal studies in the 1980s and 1990s suggested that genetic damage after radiation and chemical exposure might be transmitted to offspring. With the increasing understanding that there is histone retention and modification, protamine incorporation into the chromatin and DNA methylation in mature sperm and that spermatozoal RNA transcripts can play important roles in the epigenetic state of sperm, heritable studies began to be viewed differently. Recent reports using molecular approaches have demonstrated that DNA damage can be transmitted to babies from smoking fathers, and expanded simple tandem repeats minisatellite mutations were found in the germline of fathers who were exposed to radiation from the Chernobyl nuclear power plant disaster. In epidemiological studies, it is possible to clarify whether damage is transmitted to the sons after exposure of the fathers. Paternally transmitted damage to the offspring is now recognized as a complex issue with genetic as well as epigenetic components.",Asian journal of andrology
"Epigenetics as a key link between psychosocial stress and aging: concepts, evidence, mechanisms .","Psychosocial stress-especially when chronic, excessive, or occurring early in life-has been associated with accelerated aging and increased disease risk. With rapid aging of the world population, the need to elucidate the underlying mechanisms is pressing, now more so than ever. Among molecular mechanisms linking stress and aging, the present article reviews evidence on the role of epigenetics, biochemical processes that can be set into motion by stressors and in turn influence genomic function and complex phenotypes, including aging-related outcomes. The article further provides a conceptual mechanistic framework on how stress may drive epigenetic changes at susceptible genomic sites, thereby exerting systems-level effects on the aging epigenome while also regulating the expression of molecules implicated in aging-related processes. This emerging evidence, together with work examining related biological processes, begins to shed light on the epigenetic and, more broadly, molecular underpinnings of the long-hypothesized connection between stress and aging. .",Dialogues in clinical neuroscience
Epigenetic Alterations in Sports-Related Injuries.,"It is a well-known fact that physical activity benefits people of all age groups. However, highly intensive training, maladaptation, improper equipment, and lack of sufficient rest lead to contusions and sports-related injuries. From the perspectives of sports professionals and those performing regular-amateur sports activities, it is important to maintain proper levels of training, without encountering frequent injuries. The bodily responses to physical stress and intensive physical activity are detected on many levels. Epigenetic modifications, including DNA methylation, histone protein methylation, acetylation, and miRNA expression occur in response to environmental changes and play fundamental roles in the regulation of cellular activities. In the current review, we summarise the available knowledge on epigenetic alterations present in tissues and organs (e.g., muscles, the brain, tendons, and bones) as a consequence of sports-related injuries. Epigenetic mechanism observations have the potential to become useful tools in sports medicine, as predictors of approaching pathophysiological alterations and injury biomarkers that have already taken place.",Genes
Biological Embedding of Early-Life Adversity and a Scoping Review of the Evidence for Intergenerational Epigenetic Transmission of Stress and Trauma in Humans.,"Severe or chronic stress and trauma can have a detrimental impact on health. Evidence suggests that early-life adversity can become biologically embedded and has the potential to influence health outcomes decades later. Epigenetics is one mechanism that has been implicated in these long-lasting effects. Observational studies in humans indicate that the effects of stress could even persist across generations, although whether or not epigenetic mechanisms are involved remains under debate. Here, we provide an overview of studies in animals and humans that demonstrate the effects of early-life stress on DNA methylation, one of the most widely studied epigenetic mechanisms, and summarize findings from animal models demonstrating the involvement of epigenetics in the transmission of stress across generations. We then describe the results of a scoping review to determine the extent to which the terms intergenerational or transgenerational have been used in human studies investigating the transmission of trauma and stress via epigenetic mechanisms. We end with a discussion of key areas for future research to advance understanding of the role of epigenetics in the legacy effects of stress and trauma.",Genes
MicroRNAs in Post-traumatic Stress Disorder.,"Post-traumatic stress disorder (PTSD) is a psychiatric disorder that can develop following exposure to or witnessing of a (potentially) threatening event. A critical issue is to pinpoint the (neuro)biological mechanisms underlying the susceptibility to stress-related disorder such as PTSD, which develops in the minority of ~15% of individuals exposed to trauma. Over the last few years, a first wave of epigenetic studies has been performed in an attempt to identify the molecular underpinnings of the long-lasting behavioral and mental effects of trauma exposure. The potential roles of non-coding RNAs (ncRNAs) such as microRNAs (miRNAs) in moderating or mediating the impact of severe stress and trauma are increasingly gaining attention. To date, most studies focusing on the roles of miRNAs in PTSD have, however, been completed in animals, using cross-sectional study designs and focusing almost exclusively on subjects with susceptible phenotypes. Therefore, there is a strong need for new research comprising translational and cross-species approaches that use longitudinal designs for studying trajectories of change contrasting susceptible and resilient subjects. The present review offers a comprehensive overview of available studies of miRNAs in PTSD and discusses the current challenges, pitfalls, and future perspectives of this field.",Current topics in behavioral neurosciences
Epigenetic regulation in radiation-induced pulmonary fibrosis.,"Radiation-induced pulmonary fibrosis (RIPF) is a common and serious adverse effect of radiotherapy for thoracic tumors, which occurs in the irreversible stage of radiation-induced lung injury (RILI) >6 months after irradiation. It is characterized by progressive and irreversible destruction of lung tissue and deterioration of lung function, which may impair quality of life and lead to respiratory failure and death. We hope this will draw attention to the involvement of epigenetics in the regulation of RIPF.",International journal of radiation biology
"Epigenetics of Posttraumatic Stress Disorder: Current Evidence, Challenges, and Future Directions.","Posttraumatic stress disorder (PTSD) is a stress-related psychiatric disorder that is thought to emerge from complex interactions among traumatic events and multiple genetic factors. Epigenetic regulation lies at the heart of these interactions and mediates the lasting effects of the environment on gene regulation. An increasing body of evidence in human subjects with PTSD supports a role for epigenetic regulation of distinct genes and pathways in the pathogenesis of PTSD. The role of epigenetic regulation is further supported by studies examining fear conditioning in rodent models. Although this line of research offers an exciting outlook for future epigenetic research in PTSD, important limitations include the tissue specificity of epigenetic modifications, the phenomenologic definition of the disorder, and the challenge of translating molecular evidence across species. These limitations call for studies that combine data from postmortem human brain tissue and animal models, assess longitudinal epigenetic changes in living subjects, and examine dimensional phenotypes in addition to diagnoses. Moreover, examining the environmental, genetic, and epigenetic factors that promote resilience to trauma may lead to important advances in the field.",Biological psychiatry
Epigenetic mechanisms activated by childhood adversity.,"Adverse childhood experiences (ACE) impair health and life expectancy and may result in an epigenetic signature that drives increased morbidity primed during early stages of life. This literature review focuses on the current evidence for epigenetic-mediated programming of brain and immune function resulting from ACE. To address this aim, a total of 88 articles indexed in PubMed before August 2019 concerning ACE and epigenetics were surveyed. Current evidence partially supports epigenetic programming of the hypothalamic-pituitary-adrenal axis, but convincingly shows that ACE impairs immune function. Additionally, the needs and challenges that face this area are discussed in order to provide a framework that may help to clarify the role of epigenetics in the long-lasting effects of ACE.",Epigenomics
The role of mitochondria in myocardial damage caused by energy metabolism disorders: From mechanisms to therapeutics.,"Myocardial damage is the most serious pathological consequence of cardiovascular diseases and an important reason for their high mortality. In recent years, because of the high prevalence of systemic energy metabolism disorders (e.g., obesity, diabetes mellitus, and metabolic syndrome), complications of myocardial damage caused by these disorders have attracted widespread attention. Energy metabolism disorders are independent of traditional injury-related risk factors, such as ischemia, hypoxia, trauma, and infection. An imbalance of myocardial metabolic flexibility and myocardial energy depletion are usually the initial changes of myocardial injury caused by energy metabolism disorders, and abnormal morphology and functional destruction of the mitochondria are their important features. Specifically, mitochondria are the centers of energy metabolism, and recent evidence has shown that decreased mitochondrial function, caused by an imbalance in mitochondrial quality control, may play a key role in myocardial injury caused by energy metabolism disorders. Under chronic energy stress, mitochondria undergo pathological fission, while mitophagy, mitochondrial fusion, and biogenesis are inhibited, and mitochondrial protein balance and transfer are disturbed, resulting in the accumulation of nonfunctional and damaged mitochondria. Consequently, damaged mitochondria lead to myocardial energy depletion and the accumulation of large amounts of reactive oxygen species, further aggravating the imbalance in mitochondrial quality control and forming a vicious cycle. In addition, impaired mitochondria coordinate calcium homeostasis imbalance, and epigenetic alterations participate in the pathogenesis of myocardial damage. These pathological changes induce rapid progression of myocardial damage, eventually leading to heart failure or sudden cardiac death. To intervene more specifically in the myocardial damage caused by metabolic disorders, we need to understand the specific role of mitochondria in this context in detail. Accordingly, promising therapeutic strategies have been proposed. We also summarize the existing therapeutic strategies to provide a reference for clinical treatment and developing new therapies.",Free radical biology & medicine
Epigenetic Mechanisms of Traumatic Brain Injuries.,"Of all types of injuries, traumatic brain injuries (TBIs) are most likely to result in death or permanent physical or mental disabilities. With the increased frequency of military operations, terror attacks, sports activities, and road mishaps, TBIs are increasingly becoming a serious public health concern. Patients who meet with moderate-to-severe TBI suffer from a constellation of cognitive deficits and phenotypes due to diffuse axonal injury. On the contrary, minimal TBI precipitates in long-term behavioral complications commonly referred to as post-traumatic stress disorders, which consist of depression, anxiety, hallucinations, and so on. During the last decade, epigenetic mechanisms, such as histone posttranslational modifications, DNA methylation, and noncoding RNAs, have received reasonable attention by scientists studying the neurobiology of TBI. Chromatin remodeling sculpted by various epigenetic factors in different parts of the brain controls many intricate processes involved in important neural functions. Although stable and dogmatic, the reversible nature of epigenetic modifications has attracted special attention for their emerging potential in therapeutic development. Herein, we offer an overview of recent observations on epigenetic pathways that are likely involved in shaping neural function and maintain the state of neuropathology in response to traumatic events.",Progress in molecular biology and translational science
Advancing burn wound treatment: exploring hydrogel as a transdermal drug delivery system.,"Burn injuries are prevalent and life-threatening forms that contribute significantly to mortality rates due to associated wound infections. The management of burn wounds presents substantial challenges. Hydrogel exhibits tremendous potential as an ideal alternative to traditional wound dressings such as gauze. This is primarily attributed to its three-dimensional (3D) crosslinked polymer network, which possesses a high water content, fostering a moist environment that supports effective burn wound healing. Additionally, hydrogel facilitates the penetration of loaded therapeutic agents throughout the wound surface, combating burn wound pathogens through the hydration effect and thereby enhancing the healing process. However, the presence of eschar formation on burn wounds obstructs the passive diffusion of therapeutics, impairing the efficacy of hydrogel as a wound dressing, particularly in cases of severe burns involving deeper tissue damage. This review focuses on exploring the potential of hydrogel as a carrier for transdermal drug delivery in burn wound treatment. Furthermore, strategies aimed at enhancing the transdermal delivery of therapeutic agents from hydrogel to optimize burn wound healing are also discussed.",Drug delivery
Epigenetics of neural repair following spinal cord injury.,"Spinal cord injury results from an insult inflicted on the spinal cord that usually encompasses its 4 major functions (motor, sensory, autonomic, and reflex). The type of deficits resulting from spinal cord injury arise from primary insult, but their long-term severity is due to a multitude of pathophysiological processes during the secondary phase of injury. The failure of the mammalian spinal cord to regenerate and repair is often attributed to the very feature that makes the central nervous system special-it becomes so highly specialized to perform higher functions that it cannot effectively reactivate developmental programs to re-build novel circuitry to restore function after injury. Added to this is an extensive gliotic and immune response that is essential for clearance of cellular debris, but also lays down many obstacles that are detrimental to regeneration. Here, we discuss how the mature chromatin state of different central nervous system cells (neural, glial, and immune) may contribute to secondary pathophysiology, and how restoring silenced developmental gene expression by altering histone acetylation could stall secondary damage and contribute to novel approaches to stimulate endogenous repair.",Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics
Kdm6a-CNN1 axis orchestrates epigenetic control of trauma-induced spinal cord microvascular endothelial cell senescence to balance neuroinflammation for improved neurological repair.,"Cellular senescence assumes pivotal roles in various diseases through the secretion of proinflammatory factors. Despite extensive investigations into vascular senescence associated with aging and degenerative diseases, the molecular mechanisms governing microvascular endothelial cell senescence induced by traumatic stress, particularly its involvement in senescence-induced inflammation, remain insufficiently elucidated. In this study, we present a comprehensive demonstration and characterization of microvascular endothelial cell senescence induced by spinal cord injury (SCI). Lysine demethylase 6A (Kdm6a), commonly known as UTX, emerges as a crucial regulator of cell senescence in injured spinal cord microvascular endothelial cells (SCMECs). Upregulation of UTX induces senescence in SCMECs, leading to an amplified release of proinflammatory factors, specifically the senescence-associated secretory phenotype (SASP) components, thereby modulating the inflammatory microenvironment. Conversely, the deletion of UTX in endothelial cells shields SCMECs against senescence, mitigates the release of proinflammatory SASP factors, and promotes neurological functional recovery after SCI. UTX forms an epigenetic regulatory axis by binding to calponin 1 (CNN1), orchestrating trauma-induced SCMECs senescence and SASP secretion, thereby influencing neuroinflammation and neurological functional repair. Furthermore, local delivery of a senolytic drug reduces senescent SCMECs and suppresses proinflammatory SASP secretion, reinstating a local regenerative microenvironment and enhancing functional repair after SCI. In conclusion, targeting the UTX-CNN1 epigenetic axis to prevent trauma-induced SCMECs senescence holds the potential to inhibit SASP secretion, alleviate neuroinflammation, and provide a novel treatment strategy for SCI repair.",Bone research
S100A8 regulates autophagy-dependent ferroptosis in microglia after experimental subarachnoid hemorrhage.,"Targeting microglial activation has been shown to ameliorate early brain injury (EBI) after subarachnoid hemorrhage (SAH). Ferroptosis is a new form of programmed cell death after SAH, but these molecular features were not recognized as evidence of microglial function so far. In this study, we constructed microglial S100A8-specific knockdown and established the SAH model in vivo and in vitro. Multi-technology strategies, including high throughput sequencing, adeno-associated virus gene gene-editing and several molecular biotechnologies to validate the effects of S100A8 on microglial autophagy and ferroptosis after SAH. Our results revealed that the expression of S100A8 was significantly increased in brain tissue after SAH. Targeted microglial S100A8 inhibition improved neural function and neuronal apoptosis in mice after SAH. Further mechanism exploration found that favourable effects of S100A8 depletion in EBI may be through the inhibition of microglia autophagy-dependent ferroptosis. In conclusion, S100A8 may be a potential intervention target for microglial ferroptosis in EBI after SAH.",Experimental neurology
UTX deletion promotes M2 macrophage polarization by epigenetically regulating endothelial cell-macrophage crosstalk after spinal cord injury.,"Macrophages polarized to the M2 subtype after spinal cord injury (SCI) are beneficial for promoting neurological recovery. The crosstalk between endothelial cells (ECs) and macrophages is crucial for the imbalance between proinflammatory and pro-resolving responses caused by macrophage heterogeneity; however, this crosstalk is strengthened post-SCI, leading to inflammatory cascades and second damage. As a powerful means to regulate gene expression, epigenetic regulation of the interaction between immune cells and ECs in SCI is still largely unknown. Our previous research demonstrated that the histone demethylase UTX deletion in ECs (UTX<sup>-/-</sup> ECs) promotes neurological recovery, while the precise mechanism is unrevealed. Here, we discovered that UTX<sup>-/-</sup> ECs polarize macrophages toward the M2 subtype post-SCI. Macrophage deficiency could block the neurological recovery caused by the knockdown of UTX. The exosomes from UTX<sup>-/-</sup> ECs mediate this crosstalk. In addition, we found UTX, H3K27, and miR-467b-3p/Sfmbt2 promoters forming a regulatory complex that upregulates the miR-467b-3p in UTX<sup>-/-</sup> ECs. And then, miR-467b-3p transfers to macrophages by exosomes and activates the PI3K/AKT/mTOR signaling by decreasing PTEN expression, finally polarizing macrophage to the M2 subtype. This study reveals a mechanism by epigenetic regulation of ECs-macrophages crosstalk and identifies potential targets, which may provide opportunities for treating SCI.",Journal of nanobiotechnology
Exploring epigenetic strategies for the treatment of osteoporosis.,"The worldwide trend toward an aging population has resulted in a higher incidence of chronic conditions, such as osteoporosis. Osteoporosis, a prevalent skeletal disorder characterized by decreased bone mass and increased fracture risk, encompasses primary and secondary forms, each with distinct etiologies. Mechanistically, osteoporosis involves an imbalance between bone resorption by osteoclasts and bone formation by osteoblasts. Current pharmacological interventions for osteoporosis, such as bisphosphonates, denosumab, and teriparatide, aim to modulate bone turnover and preserve bone density. Hormone replacement therapy and lifestyle modifications are also recommended to manage the condition. While current medications offer therapeutic options, they are not devoid of limitations. Recent studies have highlighted the importance of epigenetic mechanisms, including DNA methylation and histone modifications, in regulating gene expression during bone remodeling. The use of epigenetic drugs, or epidrugs, to target these mechanisms offers a promising avenue for therapeutic intervention in osteoporosis. In this review, we comprehensively examine the recent advancements in the application of epidrugs for treating osteoporosis.",Molecular biology reports
DNA methylation-mediated Rbpjk suppression protects against fracture nonunion caused by systemic inflammation.,"Challenging skeletal repairs are frequently seen in patients experiencing systemic inflammation. To tackle the complexity and heterogeneity of the skeletal repair process, we performed single-cell RNA sequencing and revealed that progenitor cells were one of the major lineages responsive to elevated inflammation and this response adversely affected progenitor differentiation by upregulation of Rbpjk in fracture nonunion. We then validated the interplay between inflammation (via constitutive activation of Ikk2, Ikk2ca) and Rbpjk specifically in progenitors by using genetic animal models. Focusing on epigenetic regulation, we identified Rbpjk as a direct target of Dnmt3b. Mechanistically, inflammation decreased Dnmt3b expression in progenitor cells, consequently leading to Rbpjk upregulation via hypomethylation within its promoter region. We also showed that Dnmt3b loss-of-function mice phenotypically recapitulated the fracture repair defects observed in Ikk2ca-transgenic mice, whereas Dnmt3b-transgenic mice alleviated fracture repair defects induced by Ikk2ca. Moreover, Rbpjk ablation restored fracture repair in both Ikk2ca mice and Dnmt3b loss-of-function mice. Altogether, this work elucidates a common mechanism involving a NF-κB/Dnmt3b/Rbpjk axis within the context of inflamed bone regeneration. Building on this mechanistic insight, we applied local treatment with epigenetically modified progenitor cells in a previously established mouse model of inflammation-mediated fracture nonunion and showed a functional restoration of bone regeneration under inflammatory conditions through an increase in progenitor differentiation potential.",The Journal of clinical investigation
Bi-directional neuro-immune dysfunction after chronic experimental brain injury.,"It is well established that traumatic brain injury (TBI) causes acute and chronic alterations in systemic immune function and that systemic immune changes contribute to posttraumatic neuroinflammation and neurodegeneration. However, how TBI affects bone marrow (BM) hematopoietic stem/progenitor cells chronically and to what extent such changes may negatively impact innate immunity and neurological function has not been examined.",Journal of neuroinflammation
Stress and trauma: BDNF control of dendritic-spine formation and regression.,"Chronic restraint stress leads to increases in brain derived neurotrophic factor (BDNF) mRNA and protein in some regions of the brain, e.g. the basal lateral amygdala (BLA) but decreases in other regions such as the CA3 region of the hippocampus and dendritic spine density increases or decreases in line with these changes in BDNF. Given the powerful influence that BDNF has on dendritic spine growth, these observations suggest that the fundamental reason for the direction and extent of changes in dendritic spine density in a particular region of the brain under stress is due to the changes in BDNF there. The most likely cause of these changes is provided by the stress initiated release of steroids, which readily enter neurons and alter gene expression, for example that of BDNF. Of particular interest is how glucocorticoids and mineralocorticoids tend to have opposite effects on BDNF gene expression offering the possibility that differences in the distribution of their receptors and of their downstream effects might provide a basis for the differential transcription of the BDNF genes. Alternatively, differences in the extent of methylation and acetylation in the epigenetic control of BDNF transcription are possible in different parts of the brain following stress. Although present evidence points to changes in BDNF transcription being the major causal agent for the changes in spine density in different parts of the brain following stress, steroids have significant effects on downstream pathways from the TrkB receptor once it is acted upon by BDNF, including those that modulate the density of dendritic spines. Finally, although glucocorticoids play a canonical role in determining BDNF modulation of dendritic spines, recent studies have shown a role for corticotrophin releasing factor (CRF) in this regard. There is considerable improvement in the extent of changes in spine size and density in rodents with forebrain specific knockout of CRF receptor 1 (CRFR1) even when the glucocorticoid pathways are left intact. It seems then that CRF does have a role to play in determining BDNF control of dendritic spines.",Progress in neurobiology
Osteoarthritis year in review 2020: imaging.,"This narrative ""Year in Review"" highlights a selection of articles published between January 2019 and April 2020, to be presented at the OARSI World Congress 2020 within the field of osteoarthritis (OA) imaging. Articles were obtained from a PubMed search covering the above period, utilizing a variety of relevant search terms. We then selected original and review studies on OA-related imaging in humans, particularly those with direct clinical relevance, with a focus on the knee. Topics selected encompassed clinically relevant models of early OA, particularly imaging applications on cruciate ligament rupture, as these are of direct clinical interest and provide potential opportunity to evaluate preventive therapy. Further, imaging applications on structural modification of articular tissues in patients with established OA, by non-pharmacological, pharmacological and surgical interventions are summarized. Finally, novel deep learning approaches to imaging are reviewed, as these facilitate implementation and scaling of quantitative imaging application in clinical trials and clinical practice. Methodological or observational studies outside these key focus areas were not included. Studies focused on biology, biomechanics, biomarkers, genetics and epigenetics, and clinical studies that did not contain an imaging component are covered in other articles within the OARSI ""Year in Review"" series. In conclusion, exciting progress has been made in clinically validating human models of early OA, and the field of automated articular tissue segmentation. Most importantly though, it has been shown that structure modification of articular cartilage is possible, and future research should focus on the translation of these structural findings to clinical benefit.",Osteoarthritis and cartilage
Epigenetic and epitranscriptomic regulation of axon regeneration.,"Effective axonal regeneration in the adult mammalian nervous system requires coordination of elevated intrinsic growth capacity and decreased responses to the inhibitory environment. Intrinsic regenerative capacity largely depends on the gene regulatory network and protein translation machinery. A failure to activate these pathways upon injury is underlying a lack of robust axon regeneration in the mature mammalian central nervous system. Epigenetics and epitranscriptomics are key regulatory mechanisms that shape gene expression and protein translation. Here, we provide an overview of different types of modifications on DNA, histones, and RNA, underpinning the regenerative competence of axons in the mature mammalian peripheral and central nervous systems. We highlight other non-neuronal cells and their epigenetic changes in determining the microenvironment for tissue repair and axon regeneration. We also address advancements of single-cell technology in charting transcriptomic and epigenetic landscapes that may further facilitate the mechanistic understanding of differential regenerative capacity in neuronal subtypes. Finally, as epigenetic and epitranscriptomic processes are commonly affected by brain injuries and psychiatric disorders, understanding their alterations upon brain injury would provide unprecedented mechanistic insights into etiology of injury-associated-psychiatric disorders and facilitate the development of therapeutic interventions to restore brain function.",Molecular psychiatry
Ionizing radiation for maternal medical indications.,"Ionizing radiation should be considered an avoidable exposure although all pregnant women receive some radiation from their environment. The potential effect of ionizing radiation on the fetus is determined by the dose and the timing of the exposure with growing interest in the potential risks of transgenerational effects of radiation as an epigenetic phenomenon. High dosage exposure is very unlikely in routine situations such as occupational, diagnostic, or therapeutic exposures. Individual diagnostic radiation procedures (fetal dosage <50 mGy), are not associated with any increase in lethality (miscarriage or stillbirth), genetic damage, teratogenicity, growth impairment, mental retardation, or sterility. More recent modeling has suggested that a 10 mGy fetal dose is associated with an excess risk of childhood cancer risk as low as 1 in 4545, well below historical estimates.When the mother's condition necessitates diagnostic radiation it is necessary to balance the risks of the procedure with the benefits to be gained. As almost all diagnostic imaging involves doses below the 50 mGy threshold, clinically indicated investigations should not be withheld because of concerns regarding fetal radiation exposure. Even radiotherapy directed away from the abdomen or pelvis may be considered during pregnancy, if the benefits outweigh the risks and no suitable alternative is available.",Prenatal diagnosis
The intergenerational effects of early adversity.,"Early insults during critical periods of brain development, both prenatal and postnatal, can result in epigenetic changes that may impact health and behavioral outcomes over the life span and into future generations. There is ample evidence that these early stages of brain development are sensitive to various environmental insults, including malnutrition, childhood trauma, and drug exposures. The notion that such changes, both physiological and behavioral, can also carry over into subsequent generations has long been recognized, especially in the context of experimental studies. However, epigenetic mechanisms capable of explaining such phenomena were not available until relatively recently, with most of this research published only within the last decade.",Progress in molecular biology and translational science
Potential Societal and Cultural Implications of Transgenerational Epigenetic Methylation of Trauma and PTSD: Pathology or Resilience?,"Psychological trauma is unique in that it is an environmental event that could induce biological changes and post-traumatic stress disorder (PTSD), depression, or other mood disorders in some patients. On the other hand, there may be no psychopathology (in most cases), or even sometimes post-traumatic growth and resilience. According to the DSM-5, trauma is a prerequisite for PTSD and traumatic stress disorder, but not for depressive episodes or mood disorders, or other psychiatric conditions. This paper brings attention to the preliminary literature on transgenerational inheritance due to trauma exposure and its societal and cultural implications. There is accumulating evidence that exposure to trauma can be passed transgenerationally through epigenetic inheritance leading to changes in gene expression and possible disorders or resilience. The effects of resilience from transgenerational inheritance have not been studied, but should be, for a full understanding not only of the disease risk across generations, but also of its social and cultural implications. The epigenetic pathologic effects across generations also need further studies, as the current research is preliminary; larger replications are needed for definitive and more complete understanding. I present here a glimpse of where we are, a vision of where we should go in terms of future research direction for disease risk transmission, and recommend studies of resilience and post-traumatic growth across generations, as well as other studies related to the societal implications at the population level.",The Yale journal of biology and medicine
Immunological markers that predict radiation toxicity.,"Radiotherapy is a major modality of cancer treatment responsible for a large proportion of cancer that is cured. Radiation exposure induces an inflammatory response which can be influenced by genetic, epigenetic, tumour, health and other factors which can lead to very different treatment outcomes between individuals. Molecules involved in the immunological response provide excellent potential biomarkers for the prediction of radiation-induced toxicity. The known molecular and cellular immunological responses in relation to radiation and the potential to improve cancer treatment are presented in this review. In particular, immunological biomarkers of radiation-induced fibrosis and pneumonitis in cancer radiotherapy patients are discussed.",Cancer letters
